#x-axis,1,2
#second,Volt,Volt
+658.100E-03,-28.894E-03,+8.794E-03
+660.000E-03,+0.0E+00,+0.0E+00
+661.900E-03,-30.151E-03,-10.050E-03
+663.800E-03,+0.0E+00,+0.0E+00
+665.700E-03,-30.151E-03,-20.101E-03
+667.600E-03,-20.101E-03,+0.0E+00
+669.500E-03,-30.151E-03,+10.050E-03
+671.400E-03,-18.844E-03,-18.844E-03
+673.300E-03,-20.101E-03,+8.794E-03
+675.200E-03,-18.844E-03,+0.0E+00
+677.100E-03,-30.151E-03,+0.0E+00
+679.000E-03,-20.101E-03,+0.0E+00
+680.900E-03,+0.0E+00,+10.050E-03
+682.800E-03,-20.101E-03,+18.844E-03
+684.700E-03,-10.050E-03,-20.101E-03
+686.600E-03,-20.101E-03,-20.101E-03
+688.500E-03,-20.101E-03,-8.794E-03
+690.400E-03,+0.0E+00,+0.0E+00
+692.300E-03,-10.050E-03,+0.0E+00
+694.200E-03,-20.101E-03,+0.0E+00
+696.100E-03,-20.101E-03,+0.0E+00
+698.000E-03,-18.844E-03,+18.844E-03
+699.900E-03,-10.050E-03,+20.101E-03
+701.800E-03,+0.0E+00,-18.844E-03
+703.700E-03,+0.0E+00,+0.0E+00
+705.600E-03,-18.844E-03,-20.101E-03
+707.500E-03,-20.101E-03,-8.794E-03
+709.400E-03,+18.844E-03,+0.0E+00
+711.300E-03,+0.0E+00,+0.0E+00
+713.200E-03,+0.0E+00,+0.0E+00
+715.100E-03,-28.894E-03,-8.794E-03
+717.000E-03,-38.945E-03,-18.844E-03
+718.900E-03,+8.794E-03,-10.050E-03
+720.800E-03,-20.101E-03,+0.0E+00
+722.700E-03,-20.101E-03,+0.0E+00
+724.600E-03,+0.0E+00,+0.0E+00
+726.500E-03,-20.101E-03,-10.050E-03
+728.400E-03,+0.0E+00,+0.0E+00
+730.300E-03,-30.151E-03,+0.0E+00
+732.200E-03,+0.0E+00,-20.101E-03
+734.100E-03,-18.844E-03,-20.101E-03
+736.000E-03,-20.101E-03,+0.0E+00
+737.900E-03,-8.794E-03,-10.050E-03
+739.800E-03,-38.945E-03,-18.844E-03
+741.700E-03,-30.151E-03,-20.101E-03
+743.600E-03,-20.101E-03,+18.844E-03
+745.500E-03,-8.794E-03,-20.101E-03
+747.400E-03,-20.101E-03,+0.0E+00
+749.300E-03,-10.050E-03,+0.0E+00
+751.200E-03,+0.0E+00,-18.844E-03
+753.100E-03,-10.050E-03,-8.794E-03
+755.000E-03,-38.945E-03,+0.0E+00
+756.900E-03,+0.0E+00,+0.0E+00
+758.800E-03,-20.101E-03,-18.844E-03
+760.700E-03,-20.101E-03,+0.0E+00
+762.600E-03,-20.101E-03,+0.0E+00
+764.500E-03,-20.101E-03,-10.050E-03
+766.400E-03,-20.101E-03,+0.0E+00
+768.300E-03,-30.151E-03,-18.844E-03
+770.200E-03,-20.101E-03,-18.844E-03
+772.100E-03,-8.794E-03,-8.794E-03
+774.000E-03,-18.844E-03,+0.0E+00
+775.900E-03,-10.050E-03,+0.0E+00
+777.800E-03,+0.0E+00,-20.101E-03
+779.700E-03,-10.050E-03,-10.050E-03
+781.600E-03,+0.0E+00,-18.844E-03
+783.500E-03,+8.794E-03,-8.794E-03
+785.400E-03,-20.101E-03,-20.101E-03
+787.300E-03,-8.794E-03,+0.0E+00
+789.200E-03,-18.844E-03,-18.844E-03
+791.100E-03,-28.894E-03,+8.794E-03
+793.000E-03,-20.101E-03,+0.0E+00
+794.900E-03,-10.050E-03,-10.050E-03
+796.800E-03,-20.101E-03,+0.0E+00
+798.700E-03,-20.101E-03,-8.794E-03
+800.600E-03,+0.0E+00,-18.844E-03
+802.500E-03,-8.794E-03,-20.101E-03
+804.400E-03,-18.844E-03,+0.0E+00
+806.300E-03,-20.101E-03,+0.0E+00
+808.200E-03,+0.0E+00,+0.0E+00
+810.100E-03,-20.101E-03,-10.050E-03
+812.000E-03,+0.0E+00,+0.0E+00
+813.900E-03,-28.894E-03,-20.101E-03
+815.800E-03,+0.0E+00,+0.0E+00
+817.700E-03,+0.0E+00,+0.0E+00
+819.600E-03,-20.101E-03,+0.0E+00
+821.500E-03,-20.101E-03,+0.0E+00
+823.400E-03,+0.0E+00,-18.844E-03
+825.300E-03,+0.0E+00,+0.0E+00
+827.200E-03,+0.0E+00,+0.0E+00
+829.100E-03,-20.101E-03,-20.101E-03
+831.000E-03,-18.844E-03,-20.101E-03
+832.900E-03,+0.0E+00,+0.0E+00
+834.800E-03,-18.844E-03,+0.0E+00
+836.700E-03,-30.151E-03,+0.0E+00
+838.600E-03,+0.0E+00,-20.101E-03
+840.500E-03,-20.101E-03,+10.050E-03
+842.400E-03,-20.101E-03,+0.0E+00
+844.300E-03,-8.794E-03,-8.794E-03
+846.200E-03,-18.844E-03,+0.0E+00
+848.100E-03,-20.101E-03,+0.0E+00
+850.000E-03,-18.844E-03,+0.0E+00
+851.900E-03,-20.101E-03,-20.101E-03
+853.800E-03,-20.101E-03,+0.0E+00
+855.700E-03,-20.101E-03,-10.050E-03
+857.600E-03,+0.0E+00,+0.0E+00
+859.500E-03,-10.050E-03,-10.050E-03
+861.400E-03,-38.945E-03,+0.0E+00
+863.300E-03,+0.0E+00,+0.0E+00
+865.200E-03,+0.0E+00,-20.101E-03
+867.100E-03,-18.844E-03,+0.0E+00
+869.000E-03,+0.0E+00,+18.844E-03
+870.900E-03,-8.794E-03,+0.0E+00
+872.800E-03,-20.101E-03,+0.0E+00
+874.700E-03,-20.101E-03,-10.050E-03
+876.600E-03,+0.0E+00,+0.0E+00
+878.500E-03,-10.050E-03,-20.101E-03
+880.400E-03,+0.0E+00,-38.945E-03
+882.300E-03,-20.101E-03,-20.101E-03
+884.200E-03,-20.101E-03,-18.844E-03
+886.100E-03,+0.0E+00,-20.101E-03
+888.000E-03,-20.101E-03,-18.844E-03
+889.900E-03,-18.844E-03,-8.794E-03
+891.800E-03,-20.101E-03,-20.101E-03
+893.700E-03,-20.101E-03,-10.050E-03
+895.600E-03,-20.101E-03,+0.0E+00
+897.500E-03,-10.050E-03,-20.101E-03
+899.400E-03,-18.844E-03,+0.0E+00
+901.300E-03,-10.050E-03,+0.0E+00
+903.200E-03,+0.0E+00,-18.844E-03
+905.100E-03,-8.794E-03,-8.794E-03
+907.000E-03,-18.844E-03,+0.0E+00
+908.900E-03,-20.101E-03,-20.101E-03
+910.800E-03,-20.101E-03,+0.0E+00
+912.700E-03,-10.050E-03,+10.050E-03
+914.600E-03,-18.844E-03,-38.945E-03
+916.500E-03,-18.844E-03,-10.050E-03
+918.400E-03,+0.0E+00,+0.0E+00
+920.300E-03,-20.101E-03,-8.794E-03
+922.200E-03,-20.101E-03,+0.0E+00
+924.100E-03,-20.101E-03,-8.794E-03
+926.000E-03,+0.0E+00,+0.0E+00
+927.900E-03,-10.050E-03,+0.0E+00
+929.800E-03,+0.0E+00,+0.0E+00
+931.700E-03,-20.101E-03,-10.050E-03
+933.600E-03,+0.0E+00,+0.0E+00
+935.500E-03,-10.050E-03,+0.0E+00
+937.400E-03,+0.0E+00,-20.101E-03
+939.300E-03,+0.0E+00,-10.050E-03
+941.200E-03,-38.945E-03,+0.0E+00
+943.100E-03,-20.101E-03,-10.050E-03
+945.000E-03,+0.0E+00,+0.0E+00
+946.900E-03,-20.101E-03,-8.794E-03
+948.800E-03,+0.0E+00,+0.0E+00
+950.700E-03,-10.050E-03,-8.794E-03
+952.600E-03,+0.0E+00,-18.844E-03
+954.500E-03,-8.794E-03,-10.050E-03
+956.400E-03,-38.945E-03,-38.945E-03
+958.300E-03,+0.0E+00,+10.050E-03
+960.200E-03,+0.0E+00,-18.844E-03
+962.100E-03,-20.101E-03,-8.794E-03
+964.000E-03,-20.101E-03,-18.844E-03
+965.900E-03,-20.101E-03,-8.794E-03
+967.800E-03,-20.101E-03,+0.0E+00
+969.700E-03,-8.794E-03,+0.0E+00
+971.600E-03,-20.101E-03,+0.0E+00
+973.500E-03,-8.794E-03,+0.0E+00
+975.400E-03,+0.0E+00,-20.101E-03
+977.300E-03,-20.101E-03,-10.050E-03
+979.200E-03,-20.101E-03,+0.0E+00
+981.100E-03,+0.0E+00,-8.794E-03
+983.000E-03,+0.0E+00,-20.101E-03
+984.900E-03,-8.794E-03,-20.101E-03
+986.800E-03,+0.0E+00,-18.844E-03
+988.700E-03,-20.101E-03,+0.0E+00
+990.600E-03,-18.844E-03,+0.0E+00
+992.500E-03,-8.794E-03,+0.0E+00
+994.400E-03,-18.844E-03,-20.101E-03
+996.300E-03,-20.101E-03,+8.794E-03
+998.200E-03,+18.844E-03,-18.844E-03
+1.000100E+00,+0.0E+00,-10.050E-03
+1.002000E+00,-20.101E-03,-20.101E-03
+1.003900E+00,+0.0E+00,+0.0E+00
+1.005800E+00,+0.0E+00,+0.0E+00
+1.007700E+00,-20.101E-03,-10.050E-03
+1.009600E+00,-18.844E-03,-20.101E-03
+1.011500E+00,-20.101E-03,+0.0E+00
+1.013400E+00,+0.0E+00,-18.844E-03
+1.015300E+00,-8.794E-03,-8.794E-03
+1.017200E+00,+0.0E+00,+0.0E+00
+1.019100E+00,-20.101E-03,-10.050E-03
+1.021000E+00,+0.0E+00,+0.0E+00
+1.022900E+00,-8.794E-03,+0.0E+00
+1.024800E+00,+0.0E+00,+0.0E+00
+1.026700E+00,-10.050E-03,-10.050E-03
+1.028600E+00,-20.101E-03,-18.844E-03
+1.030500E+00,-8.794E-03,-8.794E-03
+1.032400E+00,+0.0E+00,-20.101E-03
+1.034300E+00,-8.794E-03,-20.101E-03
+1.036200E+00,-20.101E-03,-18.844E-03
+1.038100E+00,-10.050E-03,+0.0E+00
+1.040000E+00,+0.0E+00,+0.0E+00
+1.041900E+00,-20.101E-03,-10.050E-03
+1.043800E+00,-20.101E-03,+0.0E+00
+1.045700E+00,-10.050E-03,+0.0E+00
+1.047600E+00,+0.0E+00,+0.0E+00
+1.049500E+00,-28.894E-03,+0.0E+00
+1.051400E+00,-20.101E-03,+0.0E+00
+1.053300E+00,-10.050E-03,-10.050E-03
+1.055200E+00,+0.0E+00,+0.0E+00
+1.057100E+00,-8.794E-03,-20.101E-03
+1.059000E+00,-20.101E-03,-20.101E-03
+1.060900E+00,-20.101E-03,-8.794E-03
+1.062800E+00,-20.101E-03,-18.844E-03
+1.064700E+00,-10.050E-03,+0.0E+00
+1.066600E+00,+0.0E+00,+0.0E+00
+1.068500E+00,-20.101E-03,+0.0E+00
+1.070400E+00,-18.844E-03,+0.0E+00
+1.072300E+00,-8.794E-03,-20.101E-03
+1.074200E+00,-20.101E-03,+18.844E-03
+1.076100E+00,-20.101E-03,-8.794E-03
+1.078000E+00,-18.844E-03,+0.0E+00
+1.079900E+00,-10.050E-03,-10.050E-03
+1.081800E+00,-20.101E-03,-18.844E-03
+1.083700E+00,-20.101E-03,+0.0E+00
+1.085600E+00,+0.0E+00,+18.844E-03
+1.087500E+00,-8.794E-03,-10.050E-03
+1.089400E+00,-18.844E-03,-18.844E-03
+1.091300E+00,-8.794E-03,+0.0E+00
+1.093200E+00,-20.101E-03,+0.0E+00
+1.095100E+00,+0.0E+00,+0.0E+00
+1.097000E+00,-20.101E-03,-18.844E-03
+1.098900E+00,-30.151E-03,-20.101E-03
+1.100800E+00,-20.101E-03,+0.0E+00
+1.102700E+00,-8.794E-03,-20.101E-03
+1.104600E+00,+0.0E+00,+0.0E+00
+1.106500E+00,-8.794E-03,-10.050E-03
+1.108400E+00,+0.0E+00,+0.0E+00
+1.110300E+00,-20.101E-03,+0.0E+00
+1.112200E+00,-18.844E-03,+0.0E+00
+1.114100E+00,-20.101E-03,-8.794E-03
+1.116000E+00,-20.101E-03,-18.844E-03
+1.117900E+00,-30.151E-03,-10.050E-03
+1.119800E+00,+0.0E+00,-18.844E-03
+1.121700E+00,-20.101E-03,+10.050E-03
+1.123600E+00,-18.844E-03,-18.844E-03
+1.125500E+00,+0.0E+00,+0.0E+00
+1.127400E+00,-20.101E-03,+0.0E+00
+1.129300E+00,-20.101E-03,-20.101E-03
+1.131200E+00,-20.101E-03,+18.844E-03
+1.133100E+00,+0.0E+00,-20.101E-03
+1.135000E+00,-20.101E-03,+0.0E+00
+1.136900E+00,-8.794E-03,+0.0E+00
+1.138800E+00,-20.101E-03,+0.0E+00
+1.140700E+00,-20.101E-03,-10.050E-03
+1.142600E+00,+0.0E+00,-18.844E-03
+1.144500E+00,-8.794E-03,-10.050E-03
+1.146400E+00,-38.945E-03,-18.844E-03
+1.148300E+00,+0.0E+00,-10.050E-03
+1.150200E+00,+0.0E+00,+0.0E+00
+1.152100E+00,+0.0E+00,-20.101E-03
+1.154000E+00,+0.0E+00,+0.0E+00
+1.155900E+00,-10.050E-03,-8.794E-03
+1.157800E+00,-20.101E-03,-18.844E-03
+1.159700E+00,-8.794E-03,-8.794E-03
+1.161600E+00,+0.0E+00,-20.101E-03
+1.163500E+00,-28.894E-03,-10.050E-03
+1.165400E+00,-20.101E-03,-20.101E-03
+1.167300E+00,-10.050E-03,+0.0E+00
+1.169200E+00,-20.101E-03,+0.0E+00
+1.171100E+00,-20.101E-03,-10.050E-03
+1.173000E+00,-20.101E-03,+18.844E-03
+1.174900E+00,+0.0E+00,+0.0E+00
+1.176800E+00,-20.101E-03,+0.0E+00
+1.178700E+00,-20.101E-03,+0.0E+00
+1.180600E+00,+0.0E+00,+0.0E+00
+1.182500E+00,-20.101E-03,+0.0E+00
+1.184400E+00,-20.101E-03,+0.0E+00
+1.186300E+00,-10.050E-03,-30.151E-03
+1.188200E+00,+0.0E+00,+0.0E+00
+1.190100E+00,-20.101E-03,-10.050E-03
+1.192000E+00,-20.101E-03,-18.844E-03
+1.193900E+00,-8.794E-03,-10.050E-03
+1.195800E+00,-18.844E-03,+0.0E+00
+1.197700E+00,-20.101E-03,+0.0E+00
+1.199600E+00,-20.101E-03,+0.0E+00
+1.201500E+00,-20.101E-03,-20.101E-03
+1.203400E+00,-38.945E-03,-18.844E-03
+1.205300E+00,-20.101E-03,-8.794E-03
+1.207200E+00,+0.0E+00,-18.844E-03
+1.209100E+00,-20.101E-03,-20.101E-03
+1.211000E+00,+0.0E+00,-18.844E-03
+1.212900E+00,-8.794E-03,+0.0E+00
+1.214800E+00,-20.101E-03,+0.0E+00
+1.216700E+00,-20.101E-03,+0.0E+00
+1.218600E+00,-20.101E-03,-18.844E-03
+1.220500E+00,+0.0E+00,-20.101E-03
+1.222400E+00,-20.101E-03,+0.0E+00
+1.224300E+00,-10.050E-03,-20.101E-03
+1.226200E+00,-20.101E-03,+0.0E+00
+1.228100E+00,-8.794E-03,-20.101E-03
+1.230000E+00,+0.0E+00,-18.844E-03
+1.231900E+00,+0.0E+00,-10.050E-03
+1.233800E+00,-20.101E-03,+0.0E+00
+1.235700E+00,-20.101E-03,+0.0E+00
+1.237600E+00,-20.101E-03,-20.101E-03
+1.239500E+00,-10.050E-03,-8.794E-03
+1.241400E+00,+0.0E+00,+0.0E+00
+1.243300E+00,-8.794E-03,-10.050E-03
+1.245200E+00,-20.101E-03,-20.101E-03
+1.247100E+00,-20.101E-03,-10.050E-03
+1.249000E+00,-18.844E-03,+0.0E+00
+1.250900E+00,-28.894E-03,-20.101E-03
+1.252800E+00,+0.0E+00,+0.0E+00
+1.254700E+00,-8.794E-03,-8.794E-03
+1.256600E+00,-20.101E-03,-18.844E-03
+1.258500E+00,-18.844E-03,-20.101E-03
+1.260400E+00,-38.945E-03,+0.0E+00
+1.262300E+00,+0.0E+00,+0.0E+00
+1.264200E+00,+0.0E+00,-18.844E-03
+1.266100E+00,-8.794E-03,-20.101E-03
+1.268000E+00,-18.844E-03,+18.844E-03
+1.269900E+00,-30.151E-03,-8.794E-03
+1.271800E+00,+0.0E+00,-18.844E-03
+1.273700E+00,+0.0E+00,+0.0E+00
+1.275600E+00,+0.0E+00,+0.0E+00
+1.277500E+00,-20.101E-03,+0.0E+00
+1.279400E+00,-20.101E-03,+0.0E+00
+1.281300E+00,-20.101E-03,-8.794E-03
+1.283200E+00,+0.0E+00,+0.0E+00
+1.285100E+00,-20.101E-03,-8.794E-03
+1.287000E+00,-38.945E-03,+18.844E-03
+1.288900E+00,-20.101E-03,-10.050E-03
+1.290800E+00,-20.101E-03,+0.0E+00
+1.292700E+00,-20.101E-03,+0.0E+00
+1.294600E+00,+0.0E+00,+0.0E+00
+1.296500E+00,-10.050E-03,-10.050E-03
+1.298400E+00,+0.0E+00,+18.844E-03
+1.300300E+00,-18.844E-03,+0.0E+00
+1.302200E+00,-20.101E-03,+0.0E+00
+1.304100E+00,-20.101E-03,-10.050E-03
+1.306000E+00,+0.0E+00,-18.844E-03
+1.307900E+00,-30.151E-03,+0.0E+00
+1.309800E+00,-20.101E-03,+0.0E+00
+1.311700E+00,-20.101E-03,-10.050E-03
+1.313600E+00,+0.0E+00,+0.0E+00
+1.315500E+00,-20.101E-03,-10.050E-03
+1.317400E+00,+0.0E+00,+0.0E+00
+1.319300E+00,-20.101E-03,-8.794E-03
+1.321200E+00,+0.0E+00,-18.844E-03
+1.323100E+00,-10.050E-03,+8.794E-03
+1.325000E+00,-20.101E-03,+18.844E-03
+1.326900E+00,-20.101E-03,-8.794E-03
+1.328800E+00,-38.945E-03,+0.0E+00
+1.330700E+00,+0.0E+00,+0.0E+00
+1.332600E+00,-20.101E-03,+0.0E+00
+1.334500E+00,-10.050E-03,-10.050E-03
+1.336400E+00,+0.0E+00,+0.0E+00
+1.338300E+00,-30.151E-03,-10.050E-03
+1.340200E+00,-20.101E-03,+0.0E+00
+1.342100E+00,-28.894E-03,-10.050E-03
+1.344000E+00,+0.0E+00,+0.0E+00
+1.345900E+00,-28.894E-03,-8.794E-03
+1.347800E+00,+0.0E+00,+0.0E+00
+1.349700E+00,-8.794E-03,-20.101E-03
+1.351600E+00,-18.844E-03,+0.0E+00
+1.353500E+00,-8.794E-03,+0.0E+00
+1.355400E+00,-20.101E-03,+18.844E-03
+1.357300E+00,-8.794E-03,-10.050E-03
+1.359200E+00,-20.101E-03,+0.0E+00
+1.361100E+00,-8.794E-03,+0.0E+00
+1.363000E+00,-38.945E-03,-20.101E-03
+1.364900E+00,-8.794E-03,+0.0E+00
+1.366800E+00,+0.0E+00,+0.0E+00
+1.368700E+00,-20.101E-03,+0.0E+00
+1.370600E+00,-18.844E-03,+0.0E+00
+1.372500E+00,-20.101E-03,-20.101E-03
+1.374400E+00,+0.0E+00,-20.101E-03
+1.376300E+00,-20.101E-03,-10.050E-03
+1.378200E+00,-20.101E-03,-18.844E-03
+1.380100E+00,-10.050E-03,+0.0E+00
+1.382000E+00,-18.844E-03,+0.0E+00
+1.383900E+00,-10.050E-03,+0.0E+00
+1.385800E+00,-20.101E-03,+0.0E+00
+1.387700E+00,-10.050E-03,+0.0E+00
+1.389600E+00,-20.101E-03,+0.0E+00
+1.391500E+00,-20.101E-03,+0.0E+00
+1.393400E+00,-20.101E-03,-18.844E-03
+1.395300E+00,-8.794E-03,-8.794E-03
+1.397200E+00,-20.101E-03,-20.101E-03
+1.399100E+00,-20.101E-03,+0.0E+00
+1.401000E+00,-18.844E-03,+0.0E+00
+1.402900E+00,-10.050E-03,+0.0E+00
+1.404800E+00,-18.844E-03,+18.844E-03
+1.406700E+00,+0.0E+00,-8.794E-03
+1.408600E+00,-18.844E-03,+0.0E+00
+1.410500E+00,+0.0E+00,+0.0E+00
+1.412400E+00,+0.0E+00,+0.0E+00
+1.414300E+00,-20.101E-03,+0.0E+00
+1.416200E+00,+0.0E+00,-20.101E-03
+1.418100E+00,-20.101E-03,-10.050E-03
+1.420000E+00,-18.844E-03,-20.101E-03
+1.421900E+00,-20.101E-03,-20.101E-03
+1.423800E+00,-20.101E-03,+0.0E+00
+1.425700E+00,-20.101E-03,-10.050E-03
+1.427600E+00,-20.101E-03,+0.0E+00
+1.429500E+00,-8.794E-03,+0.0E+00
+1.431400E+00,-38.945E-03,-18.844E-03
+1.433300E+00,-8.794E-03,-8.794E-03
+1.435200E+00,-20.101E-03,-20.101E-03
+1.437100E+00,-10.050E-03,+0.0E+00
+1.439000E+00,+0.0E+00,+0.0E+00
+1.440900E+00,-20.101E-03,+0.0E+00
+1.442800E+00,+0.0E+00,-20.101E-03
+1.444700E+00,-20.101E-03,-20.101E-03
+1.446600E+00,-18.844E-03,+0.0E+00
+1.448500E+00,-10.050E-03,+0.0E+00
+1.450400E+00,-38.945E-03,+0.0E+00
+1.452300E+00,-10.050E-03,+0.0E+00
+1.454200E+00,+0.0E+00,+0.0E+00
+1.456100E+00,-20.101E-03,+0.0E+00
+1.458000E+00,-20.101E-03,+0.0E+00
+1.459900E+00,+0.0E+00,-10.050E-03
+1.461800E+00,-38.945E-03,-18.844E-03
+1.463700E+00,-20.101E-03,-8.794E-03
+1.465600E+00,-20.101E-03,+0.0E+00
+1.467500E+00,-8.794E-03,-8.794E-03
+1.469400E+00,-18.844E-03,+0.0E+00
+1.471300E+00,-10.050E-03,+0.0E+00
+1.473200E+00,-20.101E-03,-20.101E-03
+1.475100E+00,-20.101E-03,-10.050E-03
+1.477000E+00,-20.101E-03,-20.101E-03
+1.478900E+00,-8.794E-03,-20.101E-03
+1.480800E+00,-20.101E-03,-20.101E-03
+1.482700E+00,-20.101E-03,-8.794E-03
+1.484600E+00,-18.844E-03,-20.101E-03
+1.486500E+00,-40.201E-03,+0.0E+00
+1.488400E+00,-18.844E-03,+0.0E+00
+1.490300E+00,-8.794E-03,+0.0E+00
+1.492200E+00,+0.0E+00,+0.0E+00
+1.494100E+00,-10.050E-03,+0.0E+00
+1.496000E+00,-20.101E-03,-18.844E-03
+1.497900E+00,-28.894E-03,+0.0E+00
+1.499800E+00,+0.0E+00,-20.101E-03
+1.501700E+00,-8.794E-03,-8.794E-03
+1.503600E+00,-38.945E-03,+0.0E+00
+1.505500E+00,-10.050E-03,+0.0E+00
+1.507400E+00,-20.101E-03,+0.0E+00
+1.509300E+00,-20.101E-03,-20.101E-03
+1.511200E+00,-20.101E-03,-18.844E-03
+1.513100E+00,-20.101E-03,+0.0E+00
+1.515000E+00,+0.0E+00,-18.844E-03
+1.516900E+00,-20.101E-03,-20.101E-03
+1.518800E+00,-18.844E-03,-20.101E-03
+1.520700E+00,-8.794E-03,+0.0E+00
+1.522600E+00,+0.0E+00,-20.101E-03
+1.524500E+00,+0.0E+00,+0.0E+00
+1.526400E+00,+0.0E+00,+0.0E+00
+1.528300E+00,-10.050E-03,-20.101E-03
+1.530200E+00,+0.0E+00,-18.844E-03
+1.532100E+00,-10.050E-03,-8.794E-03
+1.534000E+00,+0.0E+00,+0.0E+00
+1.535900E+00,-10.050E-03,-20.101E-03
+1.537800E+00,-20.101E-03,-20.101E-03
+1.539700E+00,-20.101E-03,-10.050E-03
+1.541600E+00,-20.101E-03,+0.0E+00
+1.543500E+00,+8.794E-03,+0.0E+00
+1.545400E+00,+0.0E+00,+0.0E+00
+1.547300E+00,-20.101E-03,+0.0E+00
+1.549200E+00,+0.0E+00,+0.0E+00
+1.551100E+00,-20.101E-03,-8.794E-03
+1.553000E+00,+0.0E+00,+0.0E+00
+1.554900E+00,-30.151E-03,-10.050E-03
+1.556800E+00,-18.844E-03,-20.101E-03
+1.558700E+00,-20.101E-03,-20.101E-03
+1.560600E+00,+0.0E+00,+0.0E+00
+1.562500E+00,+0.0E+00,+0.0E+00
+1.564400E+00,-20.101E-03,+0.0E+00
+1.566300E+00,-10.050E-03,+0.0E+00
+1.568200E+00,-20.101E-03,-20.101E-03
+1.570100E+00,-10.050E-03,-18.844E-03
+1.572000E+00,-20.101E-03,+0.0E+00
+1.573900E+00,-20.101E-03,-8.794E-03
+1.575800E+00,+0.0E+00,-20.101E-03
+1.577700E+00,-10.050E-03,-8.794E-03
+1.579600E+00,+0.0E+00,+0.0E+00
+1.581500E+00,+0.0E+00,+10.050E-03
+1.583400E+00,+0.0E+00,+0.0E+00
+1.585300E+00,+0.0E+00,-8.794E-03
+1.587200E+00,+0.0E+00,-20.101E-03
+1.589100E+00,-10.050E-03,+0.0E+00
+1.591000E+00,-18.844E-03,-18.844E-03
+1.592900E+00,-10.050E-03,+0.0E+00
+1.594800E+00,-20.101E-03,-18.844E-03
+1.596700E+00,-20.101E-03,-10.050E-03
+1.598600E+00,-20.101E-03,+0.0E+00
+1.600500E+00,-20.101E-03,-10.050E-03
+1.602400E+00,-18.844E-03,+0.0E+00
+1.604300E+00,-8.794E-03,-8.794E-03
+1.606200E+00,-20.101E-03,+18.844E-03
+1.608100E+00,-20.101E-03,-10.050E-03
+1.610000E+00,+0.0E+00,+0.0E+00
+1.611900E+00,-20.101E-03,+0.0E+00
+1.613800E+00,+0.0E+00,+0.0E+00
+1.615700E+00,+0.0E+00,-10.050E-03
+1.617600E+00,-18.844E-03,+0.0E+00
+1.619500E+00,+0.0E+00,-8.794E-03
+1.621400E+00,-20.101E-03,-20.101E-03
+1.623300E+00,+0.0E+00,-10.050E-03
+1.625200E+00,+0.0E+00,+0.0E+00
+1.627100E+00,-10.050E-03,-10.050E-03
+1.629000E+00,-20.101E-03,-18.844E-03
+1.630900E+00,-20.101E-03,-10.050E-03
+1.632800E+00,+0.0E+00,+0.0E+00
+1.634700E+00,+0.0E+00,-20.101E-03
+1.636600E+00,+0.0E+00,+0.0E+00
+1.638500E+00,-20.101E-03,-10.050E-03
+1.640400E+00,-20.101E-03,+0.0E+00
+1.642300E+00,-20.101E-03,-8.794E-03
+1.644200E+00,-18.844E-03,+0.0E+00
+1.646100E+00,-8.794E-03,-8.794E-03
+1.648000E+00,+0.0E+00,+0.0E+00
+1.649900E+00,-8.794E-03,-10.050E-03
+1.651800E+00,-20.101E-03,+0.0E+00
+1.653700E+00,-18.844E-03,-8.794E-03
+1.655600E+00,-38.945E-03,-20.101E-03
+1.657500E+00,-20.101E-03,+8.794E-03
+1.659400E+00,-20.101E-03,+0.0E+00
+1.661300E+00,-20.101E-03,-20.101E-03
+1.663200E+00,-20.101E-03,+0.0E+00
+1.665100E+00,-20.101E-03,-8.794E-03
+1.667000E+00,-20.101E-03,-18.844E-03
+1.668900E+00,-20.101E-03,-8.794E-03
+1.670800E+00,-20.101E-03,+0.0E+00
+1.672700E+00,-8.794E-03,-10.050E-03
+1.674600E+00,-20.101E-03,+0.0E+00
+1.676500E+00,-20.101E-03,+0.0E+00
+1.678400E+00,-18.844E-03,+0.0E+00
+1.680300E+00,-20.101E-03,-10.050E-03
+1.682200E+00,-20.101E-03,+0.0E+00
+1.684100E+00,-8.794E-03,-8.794E-03
+1.686000E+00,-20.101E-03,-18.844E-03
+1.687900E+00,-28.894E-03,+0.0E+00
+1.689800E+00,-20.101E-03,-18.844E-03
+1.691700E+00,-30.151E-03,+0.0E+00
+1.693600E+00,-20.101E-03,+0.0E+00
+1.695500E+00,-20.101E-03,+0.0E+00
+1.697400E+00,+0.0E+00,+0.0E+00
+1.699300E+00,-20.101E-03,-10.050E-03
+1.701200E+00,-20.101E-03,+0.0E+00
+1.703100E+00,-8.794E-03,-28.894E-03
+1.705000E+00,-20.101E-03,+0.0E+00
+1.706900E+00,-20.101E-03,+0.0E+00
+1.708800E+00,-18.844E-03,-20.101E-03
+1.710700E+00,-10.050E-03,-10.050E-03
+1.712600E+00,-18.844E-03,-18.844E-03
+1.714500E+00,-30.151E-03,+0.0E+00
+1.716400E+00,-20.101E-03,-18.844E-03
+1.718300E+00,-20.101E-03,-8.794E-03
+1.720200E+00,-18.844E-03,+0.0E+00
+1.722100E+00,-20.101E-03,-10.050E-03
+1.724000E+00,-18.844E-03,-20.101E-03
+1.725900E+00,-10.050E-03,+0.0E+00
+1.727800E+00,-20.101E-03,-18.844E-03
+1.729700E+00,-20.101E-03,-8.794E-03
+1.731600E+00,-20.101E-03,+0.0E+00
